id,image_slot,author,poem_title,category,mood,stanza,source,license
LS133,image_133,Sara Teasdale,,Love & Separation,Romantic,"You love me, and I find you still
A spirit beautiful and bright,
Yet I am I, who long to be
Lost as a light is lost in light.",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
LS134,image_134,Sara Teasdale,,Love & Separation,Romantic,"I thought of you and how you love this beauty,
And walking up the long beach all alone
I heard the waves breaking in measured thunder
As you and I once heard their monotone.",https://www.gutenberg.org/ebooks/591,Public domain / CC0 dataset
LS135,image_135,Sara Teasdale,To-night I close my eyes and see,Love & Separation,Romantic,"The years went by and never knew
That each one brought me nearer you;
Their path was narrow and apart
And yet it led me to your heart--
Oh, sensitive, shy years, oh, lonely years,
That strove to sing with voices drowned in tears.",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
LS136,image_136,Thomas Hardy,IF but some vengeful god would call to me,Love & Separation,Romantic,"From up the sky, and laugh: “Thou suffering thing,
Know that thy sorrow is my ecstasy,
That thy love’s loss is my hate’s profiting!”",https://www.gutenberg.org/ebooks/3167,Public domain / CC0 dataset
LS137,image_137,Thomas Hardy,THE fiddler knows what’s brewing,Love & Separation,Romantic,"“There’s many a heart now mangled,
And waiting its time to go,
Whose tendrils were first entangled
By my sweet viol and bow!”",https://www.gutenberg.org/ebooks/2997,Public domain / CC0 dataset
LS138,image_138,W. B. Yeats,"Indignant at the fumbling wits, the obscure spite",Love & Separation,Romantic,"Of our old Paudeen in his shop, I stumbled blind
Among the stones and thorn trees, under morning light;
Until a curlew cried and in the luminous wind
A curlew answered; and suddenly thereupon I thought
That on the lonely height where all are in God's eye,
There cannot be, confusion of our sound forgot,
A single soul that lacks a sweet crystaline cry.",https://www.gutenberg.org/ebooks/36865,Public domain / CC0 dataset
LS139,image_139,Walt Whitman,,Love & Separation,Romantic,"O glad, exulting, culminating song!
A vigor more than earth’s is in thy notes,
Marches of victory--man disenthral’d--the conqueror at last,
Hymns to the universal God from universal man--all joy!
A reborn race appears--a perfect world, all joy!
Women and men in wisdom innocence and health--all joy!
Riotous laughing bacchanals fill’d with joy!
War, sorrow, suffering gone--the rank earth purged--nothing but joy left!
The ocean fill’d with joy--the atmosphere all joy!
Joy! joy! in freedom, worship, love! joy in the ecstasy of life!
Enough to merely be! enough to breathe!
Joy! joy! all over joy!",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS140,image_140,Walt Whitman,The Return of the Heroes,Love & Separation,Romantic,"Nor do I forget you Departed,
Nor in winter or summer my lost ones,
But most in the open air as now when my soul is rapt and at peace,
like pleasing phantoms,
Your memories rising glide silently by me.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS141,image_141,William Blake,,Love & Separation,Romantic,"O virgin know'st thou not our steeds drink of the golden springs
Where Luvah doth renew his horses: lookst thou on my youth.
And fearest thou because I vanish and am seen no more.
Nothing remains; O maid I tell thee, when I pass away.
It is to tenfold life, to love, to peace, and raptures holy:
Unseen descending, weigh my light wings upon balmy flowers:
And court the fair eyed dew, to take me to her shining tent
The weeping virgin, trembling kneels before the risen sun.
Till we arise link'd in a golden band and never part:
But walk united bearing food to all our tender flowers.",https://www.gutenberg.org/ebooks/574,Public domain / CC0 dataset
LS142,image_142,William Blake,NURSE'S SONG,Love & Separation,Romantic,"When the voices of children are heard on the green,
And laughing is heard on the hill,
My heart is at rest within my breast,
And everything else is still.
""Then come home, my children, the sun is gone down,
And the dews of night arise;
Come, come, leave off play, and let us away,
Till the morning appears in the skies.""",https://www.gutenberg.org/ebooks/574,Public domain / CC0 dataset
LS143,image_143,Robert Browning,A PRETTY WOMAN,Love & Separation,Romantic,"So, we leave the sweet face fondly there,
Be its beauty
Its sole duty!
Let all hope of grace beyond, lie there!",https://www.gutenberg.org/ebooks/16376,Public domain / CC0 dataset
LS144,image_144,William Blake,,Love & Separation,Romantic,"And there the lion’s ruddy eyes
Shall flow with tears of gold:
And pitying the tender cries,
And walking round the fold:
Saying: ‘Wrath by His meekness,
And, by His health, sickness,
Is driven away
From our immortal day.",https://www.gutenberg.org/ebooks/1934,Public domain / CC0 dataset
LS145,image_145,William Blake,And there the lion's ruddy eyes,Love & Separation,Romantic,"Shall flow with tears of gold:
And pitying the tender cries,
And walking round the fold:
Saying: ""Wrath by His meekness,
And, by His health, sickness,
Are driven away
From our immortal day.",https://www.gutenberg.org/ebooks/574,Public domain / CC0 dataset
LS146,image_146,William Blake,THE SCHOOLBOY,Love & Separation,Romantic,"Oh father and mother, if buds are nipped,
And blossoms blown away;
And if the tender plants are stripped
Of their joy in the springing day,
By sorrow and care's dismay,--",https://www.gutenberg.org/ebooks/574,Public domain / CC0 dataset
LS147,image_147,Edna St. Vincent Millay,,Love & Separation,Romantic,"Love has gone and left me and I don't know what to do;
This or that or what you will is all the same to me;
But all the things that I begin I leave before I'm through,--
There's little use in anything as far as I can see.",https://www.gutenberg.org/ebooks/109,Public domain / CC0 dataset
LS148,image_148,Robert Browning,,Love & Separation,Romantic,"The Piper's face fell, and he cried,
""No trifling! I can't wait! Beside,
I've promised to visit by dinner-time
Bagdat, and accept the prime
Of the Head-Cook's pottage, all he's rich in,
For having left, in the Caliph's deg. kitchen,                                  deg.179
Of a nest of scorpions no survivor:                                         180
With him I proved no bargain-driver,
With you, don't think I'll bate a stiver!
And folks who put me in a passion
May find me pipe after another fashion.""",https://www.gutenberg.org/ebooks/16376,Public domain / CC0 dataset
LS149,image_149,Robert Browning,LOVE AMONG THE RUINS,Love & Separation,Romantic,"And I know--while thus the quiet-coloured eve
Smiles to leave                                                          50
To their folding, all our many-tinkling fleece
In such peace,
And the slopes and rills in undistinguished gray
Melt away--
That a girl with eager eyes and yellow hair
Waits me there
In the turret whence the charioteers caught soul
For the goal,
When the king looked, where she looks now, breathless, dumb
Till I come,                                                             60",https://www.gutenberg.org/ebooks/16376,Public domain / CC0 dataset
LS150,image_150,Thomas Hardy,UPON a noon I pilgrimed through,Love & Separation,Romantic,"But grows my grief.  When I surcease,
Through whom alone lives she,
Ceases my Love, her words, her ways,
Never again to be!",https://www.gutenberg.org/ebooks/3167,Public domain / CC0 dataset
